,CONAME,address,lat,lng,distance
631,PIONEER NATURAL RESOURCES CO,"5205 North O'Connor Boulevard, Suite 200, Irving, TX, 75039",32.8703634,-96.9395894,12034.234584
632,MANPOWERGROUP,"100 Manpower Place, Milwaukee, WI, 53212",43.0492373,-87.91310059999999,10803.118116
633,SOTHEBY'S,"1334 York Avenue, New York, NY, 10021",40.7662927,-73.9537081,10705.560849
634,ADT CORP,"1501 Yamato Road, Boca Raton, FL, 33431",26.395193,-80.1180325,12397.816117
635,WASTE MANAGEMENT INC,"1001 Fannin Street, Houston, TX, 77002",29.7557923,-95.3639415,12363.232891
636,EW SCRIPPS  -CL A,"312 Walnut Street, Cincinnati, OH, 45202",39.0992627,-84.51035970000001,11165.50531
637,II-VI INC,"375 Saxonburg Boulevard, Saxonburg, PA, 16056",40.7331156,-79.8204375,10879.42872
638,FREEPORT-MCMORAN INC,"333 North Central Avenue, Phoenix, AZ, 85004-2189",33.4517282,-112.073067,11939.218023
639,OFFICE DEPOT INC,"6600 North Military Trail, Boca Raton, FL, 33496",26.4051287,-80.1205277,12396.855131
640,MERITAGE HOMES CORP,"8800 East Raintree Drive, Suite 300, Scottsdale, AZ, 85260",33.6193961,-111.8897349,11922.942518
641,BERKLEY (W R) CORP,"475 Steamboat Road, Greenwich, CT, 6830",41.0187265,-73.6222537,10669.001217
642,CINCINNATI FINANCIAL CORP,"6200 South Gilmore Road, Fairfield, OH, 45014",39.3077875,-84.52070870000001,11143.311889
643,OLD REPUBLIC INTL CORP,"307 North Michigan Avenue, Chicago, IL, 60601",41.8870736,-87.6242104,10924.580516
644,3D SYSTEMS CORP,"333 Three D Systems Circle, Rock Hill, SC, 29730",34.9497087,-80.949433,11521.20575
645,DEVON ENERGY CORP,"333 West Sheridan Avenue, Oklahoma City, OK, 73102",35.4669418,-97.5177018,11751.476911
646,LINDSAY CORP,"2222 North 111th Street, Omaha, NE, 68164",41.2796331,-96.0857929,11097.945802
647,LABORATORY CP OF AMER HLDGS,"358 South Main Street, Burlington, NC, 27215",36.0931722,-79.4373797,11358.24697
648,ISTAR INC,"1114 Avenue of the Americas, New York, NY, 10036",40.75471719999999,-73.98277449999999,10707.680382
649,VALERO ENERGY CORP,"One Valero Way, San Antonio, TX, 78249",29.5860851,-98.60540619999999,12409.177062
650,IDEX CORP,"1925 West Field Court, Suite 200, Lake Forest, IL, 60045",42.24446700000001,-87.89324839999999,10890.313415
651,MUELLER INDUSTRIES,"8285 Tournament Drive, Suite 150, Memphis, TN, 38125",35.055935,-89.78608899999999,11705.043729
652,TCF FINANCIAL CORP,"200 Lake Street East, Mail Code EX0-03-A, Wayzata, MN, 55391",44.97028539999999,-93.51979810000002,10667.305207
653,BIO-TECHNE CORP,"614 McKinley Place NE, Minneapolis, MN, 55413",44.9958046,-93.2291042,10661.511185
654,BROWN & BROWN INC,"220 South Ridgewood Avenue, Daytona Beach, FL, 32114",29.2079416,-81.0217059,12130.071098
655,TREDEGAR CORP,"1100 Boulders Parkway, Richmond, VA, 23225",37.5142478,-77.5322873,11153.514445
656,SIGNET JEWELERS LTD,"Clarendon House, 2 Church Street, Hamilton, HM11",32.2936305,-64.7878683,11194.602659
657,STAPLES INC,"Five Hundred Staples Drive, Framingham, MA, 1702",42.2913222,-71.48889539999999,10468.993526
658,PLUM CREEK TIMBER CO INC,"601 Union Street, Suite 3100, Seattle, WA, 98101",47.610152,-122.332363,10231.949164
659,SYMANTEC CORP,"350 Ellis Street, Mountain View, CA, 94043",37.397614,-122.0539239,11333.850496
660,ABBVIE INC,"1 North Waukegan Road, North Chicago, IL, 60064",42.3021242,-87.89157259999999,10884.015262
661,COGNEX CORP,"One Vision Drive, Natick, MA, 1760",42.3022641,-71.3557809,10463.409591
662,PEOPLE'S UNITED FINL INC,"850 Main Street, Bridgeport, CT, 6604",41.1763128,-73.18787750000001,10638.791915
663,ENANTA PHARMACEUTICALS INC,"500 Arsenal Street, Watertown, MA, 2472",42.36391260000001,-71.160262,10450.564233
664,CIRRUS LOGIC INC,"800 West 6th Street, Austin, TX, 78701",30.2708146,-97.7506641,12327.732561
665,RUCKUS WIRELESS INC,"350 West Java Drive, Sunnyvale, CA, 94089",37.4112751,-122.0191908,11333.183747
666,NEOGEN CORP,"620 Lesher Place, Lansing, MI, 48912",42.7400148,-84.5390101,10774.47404
667,HANGER INC,"10910 Domain Drive, Suite 300, Austin, TX, 78758",30.3954441,-97.7269882,12313.783894
668,EOG RESOURCES INC,"1111 Bagby, Sky Lobby 2, Houston, TX, 77002",29.7587886,-95.37080189999999,12362.975703
669,BOISE CASCADE CO,"1111 West Jefferson Street, Suite 300, Boise, ID, 83702",43.6197012,-116.2059158,10768.890077
670,CENTRAL PACIFIC FINANCIAL CP,"220 South King Street, Honolulu, HI, 96813",21.3078264,-157.8605414,11236.070443
671,DIGI INTERNATIONAL INC,"11001 Bren Road East, Minnetonka, MN, 55343",44.8986035,-93.4164363,10674.153793
672,ELECTRONIC ARTS INC,"209 Redwood Shores Parkway, Redwood City, CA, 94065",37.5227848,-122.2547798,11315.804304
673,CITY HOLDING CO,"25 Gatewater Road, Charleston, WV, 25313",38.415868,-81.7930949,11175.386774
674,COMMUNITY BANK SYSTEM INC,"5790 Widewaters Parkway, Dewitt, NY, 13214",43.0485289,-76.059044,10533.593702
675,FIRST BANCORP P R,"First Federal Building, 1519 Ponce de Leon Avenue, Santurce, PR, 908",18.445085,-66.066467,12590.637617
676,GLACIER BANCORP INC,"49 Commons Loop, Kalispell, MT, 59901",48.2199615,-114.3283108,10288.925097
677,INDEPENDENT BANK CORP/MA,"288 Union Street, Rockland, MA, 2370",42.1300527,-70.9159943,10465.928523
678,OFG BANCORP,"Oriental Center, 254 Munoz Rivera Avenue, San Juan, PR, 918",18.4253694,-66.0591404,12592.125746
679,MERCURY GENERAL CORP,"4484 Wilshire Boulevard, Los Angeles, CA, 90010",34.0615725,-118.3270632,11773.216218
680,NATIONAL PENN BANCSHARES INC,"645 Hamilton Street, Suite 1100, Allentown, PA, 18101",40.602447,-75.47141789999999,10769.953345
681,NAVIGATORS GROUP INC,"400 Atlantic Street, Stamford, CT, 6901",41.0504634,-73.53885629999999,10663.058022
682,OLD NATIONAL BANCORP,"One Main Street, Evansville, IN, 47708",37.969456,-87.57455499999999,11349.069402
683,SELECTIVE INS GROUP INC,"40 Wantage Avenue, Branchville, NJ, 7890",41.152243,-74.74465099999999,10690.73773
684,SVB FINANCIAL GROUP,"3003 Tasman Drive, Santa Clara, CA, 95054",37.4042585,-121.982235,11334.782969
685,WASHINGTON FEDERAL INC,"425 Pike Street, Seattle, WA, 98101",47.6104369,-122.3356121,10231.855543
686,WEBSTER FINANCIAL CORP,"Webster Plaza, Waterbury, CT, 6702",41.5537509,-72.98956919999999,10593.720292
687,FIRST FINL BANCORP INC/OH,"255 East Fifth Street, Suite 700, Cincinnati, OH, 45202",39.1016183,-84.50837159999999,11165.209117
688,KINDRED HEALTHCARE INC,"680 South Fourth Street, Louisville, KY, 40202",38.2470285,-85.75969529999999,11283.616618
689,TOMPKINS FINANCIAL CORP,"The Commons, PO Box 460, Ithaca, NY, 14851",42.4405525,-76.4979395,10609.441124
690,TRUSTCO BANK CORP/NY,"5 Sarnowski Drive, Glenville, NY, 12302",42.835745,-73.9337932,10492.189712
691,UNITED BANKSHARES INC/WV,"300 United Center, 500 Virginia Street, East, Charleston, WV, 25301",38.3518438,-81.6366438,11178.283759
692,UNITED FIRE GROUP INC,"118 Second Avenue SE, Cedar Rapids, IA, 52401",41.9778339,-91.6684014,10975.316302
694,CST BRANDS INC,"Building D, Suite 200, One Valero Way, San Antonio, TX, 78249",29.5860851,-98.60540619999999,12409.177062
695,FIRST NBC BANK HOLDING CO,"210 Baronne Street, New Orleans, LA, 70112",29.9528491,-90.07164739999999,12266.243853
696,NEWS CORP,"1211 Avenue of the Americas, New York, NY, 10036",40.758464,-73.98180599999999,10707.264323
697,F N B CORP/FL,"One North Shore Center, 12 Federal Street, Pittsburgh, PA, 15212",40.4473827,-80.0036136,10914.387125
698,MALLINCKRODT PLC,"Perth House, Millennium Way, Chesterfield, S41 8ND",53.2642615,-1.4395722,5953.397653
699,ANI PHARMACEUTICALS INC,"210 Main Street West, Baudette, MN, 56623",48.713802,-94.614299,10264.244979
700,FIRST COMMONWLTH FINL CP/PA,"601 Philadelphia Street, Indiana, PA, 15701",40.6232181,-79.15128159999999,10873.351613
701,MURPHY USA INC,"422 North Washington, El Dorado, AR, 71730",33.2148566,-92.6641499,11950.113507
702,SCIENCE APPLICATIONS INTL CP,"1710 SAIC Drive, McLean, VA, 22102",38.922607,-77.2340229,10997.622167
703,PTC INC,"140 Kendrick Street, Needham, MA, 2494",42.2952787,-71.2145927,10459.354075
704,N B T BANCORP INC,"52 South Broad Street, Norwich, NY, 13815",42.5289388,-75.52412149999999,10571.94266
705,INOGEN INC,"326 Bollay Drive, Goleta, CA, 93117",34.4276727,-119.8672596,11701.872235
706,SIMMONS FIRST NATL CP  -CL A,"501 Main Street, Pine Bluff, AR, 71601",34.224569,-92.00306549999999,11830.214157
707,G-III APPAREL GROUP LTD,"512 Seventh Avenue, New York, NY, 10018",40.7534496,-73.9893388,10708.020583
708,INSTALLED BLDG PRODUCTS INC,"495 South High Street, Suite 50, Columbus, OH, 43215",39.9523897,-82.9992899,11040.340975
709,ONE GAS INC,"15 East Fifth Street, Tulsa, OK, 74103",36.1522832,-95.9894545,11663.711099
710,KNOWLES CORP,"1151 Maplewood Drive, Itasca, IL, 60143",41.969584,-88.030379,10922.51309
711,S & T BANCORP INC,"800 Philadelphia Street, Indiana, PA, 15701",40.6226794,-79.1551178,10873.511093
712,TIME INC,"225 Liberty Street, New York, NY, 10281",40.7125,-74.015278,10713.059029
713,CARETRUST REIT INC,"905 Calle Amanecer, Suite 300, San Clemente, CA, 92673",33.4485286,-117.6077043,11853.655853
714,VERITIV CORP,"6600 Governors Lake Parkway, Norcross, GA, 30071",33.9321515,-84.2500201,11714.187779
715,TIMKENSTEEL CORP,"1835 Dueber Avenue, SW, Canton, OH, 44706",40.7783476,-81.3956564,10914.31682
716,CVB FINANCIAL CORP,"701 North Haven Avenue, Suite 350, Ontario, CA, 91764",34.0712811,-117.5766105,11786.625623
717,PHIBRO ANIMAL HEALTH CORP,"Glenpointe Centre East, 3rd Floor, Suite 21, 300 Frank West Burr Boulevard, Teaneck, NJ, 7666",40.872814,-74.005149,10696.256319
718,SCOTTS MIRACLE-GRO CO,"14111 Scottslawn Road, Marysville, OH, 43041",40.2118364,-83.3093051,11019.625152
719,ICONIX BRAND GROUP INC,"1450 Broadway, New York, NY, 10018",40.75468559999999,-73.9863546,10707.798121
720,CATALENT INC,"14 Schoolhouse Road, Somerset, NJ, 8873",40.5278363,-74.5475443,10748.969068
721,KEYSIGHT TECHNOLOGIES INC,"1400 Fountaingrove Parkway, Santa Rosa, CA, 95403",38.478888,-122.709223,11202.902176
722,NOW INC,"7402 North Eldridge Parkway, Houston, TX, 77041",29.8857462,-95.6065378,12351.448945
723,WP GLIMCHER INC,"7315 Wisconsin Avenue, Suite A, A 500-E, Bethesda, MD, 20814",38.9826881,-77.0928692,10987.168593
725,SLM CORP,"300 Continental Drive, Newark, DE, 19713",39.6839241,-75.6610839,10870.914532
726,RAYONIER ADVANCED MATERIALS,"1301 Riverplace Boulevard, Suite 2300, Jacksonville, FL, 32207",30.31925859999999,-81.65607419999999,12031.142408
727,CABOT OIL & GAS CORP,"Three Memorial City Plaza, 840 Gessner Road, Suite 1400, Houston, TX, 77024",29.7776626,-95.5426161,12362.700924
728,DENBURY RESOURCES INC,"5320 Legacy Drive, Plano, TX, 75024",33.07424580000001,-96.8079829,12010.643096
729,ADEPTUS HEALTH INC,"2941 Lake Vista Drive, Lewisville, TX, 75067",32.9909176,-96.96377849999999,12021.107069
730,SYNCHRONY FINANCIAL,"777 Long Ridge Road, Stamford, CT, 6902",41.0973183,-73.5617133,10658.989435
731,TESCO CORP,"3993 West Sam Houston Parkway North, Suite 100, Houston, TX, 77043",29.8268588,-95.5647765,12357.508701
732,CISCO SYSTEMS INC,"170 West Tasman Drive, San Jose, CA, 95134",37.4083615,-121.9541545,11334.98565
733,HEALTHEQUITY INC,"15 West Scenic Pointe Drive, Suite 100, Draper, UT, 84020",40.4806513,-111.8916329,11167.358797
734,HOLOGIC INC,"250 Campus Drive, Marlborough, MA, 1752",42.3249512,-71.58324429999999,10468.740585
735,TETRA TECHNOLOGIES INC/DE,"24955 Interstate 45 North, The Woodlands, TX, 77380",30.1241436,-95.44350519999999,12323.484422
736,VICOR CORP,"25 Frontage Road, Andover, MA, 1810",42.6288754,-71.18040599999999,10424.403455
737,HALYARD HEALTH INC,"5405 Windward Parkway, Suite 100 South, Alpharetta, GA, 30004",34.086981,-84.272542,11698.13168
738,GRANITE CONSTRUCTION INC,"585 West Beach Street, Watsonville, CA, 95076",36.905154,-121.766138,11393.248837
739,CALIFORNIA RESOURCES CORP,"10889 Wilshire Boulevard, Los Angeles, CA, 90024",34.0592649,-118.4431252,11771.166983
740,LANDSTAR SYSTEM INC,"13410 Sutton Park Drive South, Jacksonville, FL, 32224",30.255065,-81.4628323,12032.393359
741,B/E AEROSPACE INC,"1400 Corporate Center Way, Wellington, FL, 33414",26.6611475,-80.2645829,12374.633639
742,KEMPER CORP/DE,"One East Wacker Drive, Chicago, IL, 60601",41.8864417,-87.6275282,10924.70633
743,AAON INC,"2425 South Yukon Avenue, Tulsa, OK, 74107",36.1308841,-96.0148915,11666.297084
744,MERIT MEDICAL SYSTEMS INC,"1600 West Merit Parkway, South Jordan, UT, 84095",40.571368,-111.935824,11156.901483
745,CONTANGO OIL & GAS CO,"717 Texas Avenue, Suite 2900, Houston, TX, 77002",29.7616891,-95.3642277,12362.586248
746,INTL BANCSHARES CORP,"1200 San Bernardo Avenue, Laredo, TX, 78042",27.5101027,-99.5041755,12643.907818
747,TRUEBLUE INC,"1015 A Street, Tacoma, WA, 98402",47.2538354,-122.436809,10268.17829
748,HCA HOLDINGS INC,"One Park Plaza, Nashville, TN, 37203",36.1537498,-86.8137613,11531.153221
749,XILINX INC,"2100 Logic Drive, San Jose, CA, 95124",37.2529087,-121.9363016,11352.061797
750,KLX INC,"1300 Corporate Center Way, Wellington, FL, 33414",26.6618038,-80.2648442,12374.573134
751,ARCTIC CAT INC,"505 Highway 169 North, Suite 1000, Plymouth, MN, 55441",44.9851409,-93.4034477,10664.485084
752,LANNETT CO INC,"13200 Townsend Road, Philadelphia, PA, 19154",40.109934,-74.9761565,10805.555949
753,VISTA OUTDOOR INC,"938 University Park Boulevard, Suite 200, Clearfield, UT, 84015",41.1008304,-111.9882278,11098.008225
754,BAXALTA INC,"One Baxter Parkway, Deerfield, IL, 60015",42.1594315,-87.87728100000001,10899.291265
755,CHEMOURS CO,"1007 Market Street, PO Box 2047, Wilmington, DE, 19899",39.74624319999999,-75.5479241,10860.964231
756,TRIMBLE NAVIGATION LTD,"935 Stewart Drive, Sunnyvale, CA, 94085",37.384933,-122.0055115,11336.321297
757,EXPONENT INC,"149 Commonwealth Drive, Menlo Park, CA, 94025",37.4812387,-122.1738067,11322.127565
758,COMMUNICATIONS SALES & LSNG,"Benton Building, Suite 300, 10802 Executive Center Drive, Little Rock, AR, 72211",34.7388352,-92.3974532,11779.284389
759,ENERGIZER HOLDINGS INC,"533 Maryville University, St. Louis, MO, 63141",38.6428059,-90.5080772,11324.696213
760,BENCHMARK ELECTRONICS INC,"3000 Technology Drive, Angleton, TX, 77515",29.2068847,-95.4347901,12424.462423
761,MATRIX SERVICE CO,"5100 East Skelly Drive, Suite 500, Tulsa, OK, 74135",36.0967361,-95.91902309999999,11669.22379
762,BARNES & NOBLE EDUCATION INC,"120 Mountain View Boulevard, Basking Ridge, NJ, 7920",40.641983,-74.58468069999999,10738.372506
763,ORBITAL ATK INC,"45101 Warp Drive, Dulles, VA, 20166",39.0122815,-77.43146899999999,10994.079365
764,ESCO TECHNOLOGIES INC,"9900A Clayton Road, St. Louis, MO, 63124",38.6368758,-90.3905535,11323.586249
765,CABLE ONE INC,"210 East Earll Drive, Phoenix, AZ, 85012",33.4841866,-112.070226,11935.681909
766,TOPBUILD CORP,"260 Jimmy Ann Drive, Daytona Beach, FL, 32114",29.199709,-81.065612,12132.248393
767,LUMENTUM HOLDINGS INC,"400 North McCarthy Boulevard, Milpitas, CA, 95035",37.4338871,-121.9215775,11332.992795
768,ETHAN ALLEN INTERIORS INC,"Ethan Allen Drive, Danbury, CT, 6811",41.3858851,-73.4819376,10626.829506
769,CATHAY GENERAL BANCORP,"777 North Broadway, Los Angeles, CA, 90012",34.0622589,-118.2387285,11774.880571
770,HAYNES INTERNATIONAL INC,"1020 West Park Avenue, PO Box 9013, Kokomo, IN, 46904",40.4819861,-86.14316319999999,11049.831417
771,SONIC CORP,"300 Johnny Bench Drive, Oklahoma City, OK, 73104",35.4638294,-97.50755009999999,11751.750691
772,COMMUNITY HEALTH SYSTEMS INC,"4000 Meridian Boulevard, Franklin, TN, 37067",35.9517599,-86.8106066,11552.94187
773,DORMAN PRODUCTS INC,"3400 East Walnut Street, Colmar, PA, 18915",40.2742641,-75.2480884,10797.043227
774,ATMEL CORP,"1600 Technology Drive, San Jose, CA, 95110",37.3643974,-121.9151765,11340.5905
775,PS BUSINESS PARKS,"701 Western Avenue, Suite 200, Glendale, CA, 91201",34.1664274,-118.2955073,11762.475237
776,AUTOZONE INC,"123 South Front Street, Memphis, TN, 38103",35.1420009,-90.0561333,11700.123021
777,REGENERON PHARMACEUTICALS,"777 Old Saw Mill River Road, Tarrytown, NY, 10591",41.07861260000001,-73.8234319,10669.30785
778,GANNETT CO INC,"7950 Jones Branch Drive, McLean, VA, 22107",38.9316133,-77.2192237,10996.244303
779,COLUMBIA PIPELINE GROUP INC,"5151 San Felipe Street, Suite 2500, Houston, TX, 77056",29.7497344,-95.46479819999999,12364.966118
780,EXTERRAN CORP,"4444 Brittmoore Road, Houston, TX, 77041",29.8359562,-95.5691741,12356.551528
781,UNITED STATES STEEL CORP,"600 Grant Street, Pittsburgh, PA, 15219",40.4414139,-79.99470819999999,10914.786805
782,HAEMONETICS CORP,"400 Wood Road, Braintree, MA, 2184",42.2152202,-71.04327669999999,10461.651742
783,PANERA BREAD CO,"3630 South Geyer Road, Suite 100, St. Louis, MO, 63127",38.553627,-90.41435899999999,11333.046733
784,FIRST CASH FINANCIAL SVCS,"690 East Lamar Boulevard, Suite 400, Arlington, TX, 76011",32.7638509,-97.1012075,12047.28453
785,IDEXX LABS INC,"One IDEXX Drive, Westbrook, ME, 4092",43.6616946,-70.3735961,10292.778124
786,AES CORP,"4300 Wilson Boulevard, 11th Floor, Arlington, VA, 22203",38.879629,-77.1126498,10998.504148
787,CORVEL CORP,"2010 Main Street, Suite 600, Irvine, CA, 92614",33.6843249,-117.8514732,11823.396108
788,HANCOCK HOLDING CO,"One Hancock Plaza, 2510 14th Street, Gulfport, MS, 39501",30.368598,-89.093577,12203.00632
789,DINEEQUITY INC,"450 North Brand Boulevard, Glendale, CA, 91203",34.1526168,-118.2544969,11764.777555
790,KAISER ALUMINUM CORP,"27422 Portola Parkway, Suite 200, Foothill Ranch, CA, 92610",33.6706719,-117.6541377,11828.656286
791,MONSTER BEVERAGE CORP,"1 Monster Way, Corona, CA, 92879",33.8866879,-117.5132312,11807.86427
792,XL GROUP PLC,"XL House, 8 St. Stephen's Green, Dublin, 2",53.3398762,-6.2596886,6252.797553
793,VERTEX PHARMACEUTICALS INC,"50 Northern Avenue, Boston, MA, 2210",42.3534302,-71.0462,10447.761659
794,MONRO MUFFLER BRAKE INC,"200 Holleder Parkway, Rochester, NY, 14615",43.1895102,-77.6573689,10563.515096
795,PROGRESS SOFTWARE CORP,"14 Oak Park Drive, Bedford, MA, 1730",42.5134122,-71.2512267,10438.486061
796,HEALTHWAYS INC,"701 Cool Springs Boulevard, Franklin, TN, 37067",35.9451512,-86.8081066,11553.606606
797,ZEBRA TECHNOLOGIES CP  -CL A,"3 Overlook Point, Lincolnshire, IL, 60069",42.187545,-87.93350900000002,10897.180613
798,EZCORP INC  -CL A,"1901 Capital Parkway, Austin, TX, 78746",30.2599273,-97.7980079,12329.277956
799,PROASSURANCE CORP,"100 Brookwood Place, Birmingham, AL, 35209",33.4660327,-86.773774,11820.940833
800,BIOGEN INC,"225 Binney Street, Cambridge, MA, 2142",42.3662897,-71.0857637,10447.801466
801,VCA INC,"12401 West Olympic Boulevard, Los Angeles, CA, 90064",34.0319971,-118.4585662,11773.813337
802,SPX FLOW INC,"13320 Ballantyne Corporate Place, Charlotte, NC, 28277",35.0607938,-80.8458228,11506.612323
803,PAYPAL HOLDINGS INC,"2211 North First Street, San Jose, CA, 95131",37.3768507,-121.9227332,11339.082515
804,OLD DOMINION FREIGHT,"500 Old Dominion Way, Thomasville, NC, 27360",35.90898,-80.0587312,11395.205474
805,HORACE MANN EDUCATORS CORP,"1 Horace Mann Plaza, Springfield, IL, 62715",39.8022923,-89.6449482,11184.837255
806,ATLANTIC TELE-NETWORK INC,"600 Cummings Center, Beverly, MA, 1915",42.5616505,-70.8884814,10421.339709
807,WORLD ACCEPTANCE CORP/DE,"108 Frederick Street, Greenville, SC, 29607",34.8388713,-82.3676497,11570.624399
808,KIMCO REALTY CORP,"3333 New Hyde Park Road, Suite 100, New Hyde Park, NY, 11042",40.7667154,-73.6929382,10697.138035
809,WISDOMTREE INVESTMENTS INC,"245 Park Avenue, 35th Floor, New York, NY, 10167",40.7546103,-73.9746622,10707.43189
810,PERRIGO CO PLC,"Treasury Building, Lower Grand Canal Street, Dublin, 2",53.33932009999999,-6.2401305,6251.607055
811,TETRA TECH INC,"3475 East Foothill Boulevard, Pasadena, CA, 91107",34.1506329,-118.0781576,11768.43308
812,QUALCOMM INC,"5775 Morehouse Drive, San Diego, CA, 92121",32.8960766,-117.1957846,11921.431101
813,CORP OFFICE PPTYS TR INC,"6711 Columbia Gateway Drive, Suite 300, Columbia, MD, 21046",39.1851183,-76.8062206,10957.525026
814,SPOK HOLDINGS INC,"6850 Versar Center, Suite 420, Springfield, VA, 22151",38.7943809,-77.1813171,11009.437169
815,GILEAD SCIENCES INC,"333 Lakeside Drive, Foster City, CA, 94404",37.5670009,-122.281649,11310.445944
816,ABAXIS INC,"3240 Whipple Road, Union City, CA, 94587",37.6029353,-122.079306,11311.261304
817,WHOLE FOODS MARKET INC,"550 Bowie Street, Austin, TX, 78703",30.2706347,-97.7528921,12327.768604
818,ROPER TECHNOLOGIES INC,"6901 Professional Parkway East, Suite 200, Sarasota, FL, 34240",27.3837107,-82.4317818,12364.364046
819,SYNOPSYS INC,"690 East Middlefield Road, Mountain View, CA, 94043",37.3951041,-122.0500808,11334.207837
820,CALLAWAY GOLF CO,"2180 Rutherford Road, Carlsbad, CA, 92008",33.1322376,-117.2816016,11894.164634
821,VIRTUS INVESTMENT PTNRS INC,"100 Pearl Street, 9th Floor, Hartford, CT, 6103",41.7664317,-72.6749773,10561.723873
822,TIME WARNER INC,"One Time Warner Center, New York, NY, 10019",40.7685068,-73.9831349,10706.274645
823,ICU MEDICAL INC,"951 Calle Amanecer, San Clemente, CA, 92673",33.4513733,-117.602684,11853.442579
824,MOHAWK INDUSTRIES INC,"160 South Industrial Boulevard, Calhoun, GA, 30701",34.4724813,-84.9434654,11672.400411
825,PRAXAIR INC,"39 Old Ridgebury Road, Danbury, CT, 6810",41.3830288,-73.5310684,10628.700144
826,KOPIN CORP,"125 North Drive, Westborough, MA, 1581",42.2888796,-71.6308659,10473.995269
827,AGCO CORP,"4205 River Green Parkway, Duluth, GA, 30096",34.0173639,-84.164369,11703.009873
828,STEIN MART INC,"1200 Riverplace Boulevard, Jacksonville, FL, 32207",30.3181065,-81.65834219999999,12031.329109
829,BUCKLE INC,"2407 West 24th Street, Kearney, NE, 68845",40.7003878,-99.11275959999999,11180.860309
830,BOSTON SCIENTIFIC CORP,"300 Boston Scientific Way, Marlborough, MA, 1752",42.3611457,-71.5615488,10464.340526
831,KOHL'S CORP,"N56 W17000 Ridgewood Drive, Menomonee Falls, WI, 53051",43.121978,-88.12319,10798.656752
832,STERIS PLC,"Chancery House, 190 Waterside Road, Hamilton Industrial Park, Leicester, LE5 1QZ",52.6644163,-1.0773244,5951.320102
833,U S PHYSICAL THERAPY INC,"1300 West Sam Houston Parkway South, Suite 300, Houston, TX, 77042",29.7482437,-95.55898250000001,12366.11296
834,BED BATH & BEYOND INC,"650 Liberty Avenue, Union, NJ, 7083",40.6975106,-74.3046712,10723.813
835,D R HORTON INC,"301 Commerce Street, Suite 500, Fort Worth, TX, 76102",32.7558932,-97.3305171,12049.922331
836,EXPRESS SCRIPTS HOLDING CO,"One Express Way, St. Louis, MO, 63121",38.7182901,-90.3106186,11313.480558
837,FINISH LINE INC  -CL A,"3308 North Mitthoeffer Road, Indianapolis, IN, 46235",39.8158845,-85.9942026,11118.923728
838,COLUMBIA BANKING SYSTEM INC,"1301 A Street, Tacoma, WA, 98402",47.2511434,-122.4361754,10268.479774
839,GENERAL CABLE CORP/DE,"4 Tesseneer Drive, Highland Heights, KY, 41076",39.0431862,-84.462464,11170.495559
840,STARBUCKS CORP,"2401 Utah Avenue South, Seattle, WA, 98134",47.5810087,-122.3357381,10235.014234
841,SUPERIOR ENERGY SERVICES INC,"1001 Louisiana Street, Suite 2900, Houston, TX, 77002",29.7578183,-95.3673755,12363.04619
842,CENTRAL GARDEN & PET CO,"1340 Treat Boulevard, Suite 600, Walnut Creek, CA, 94597",37.9256275,-122.0580874,11277.156561
843,ENCORE WIRE CORP,"1329 Millwood Road, Mckinney, TX, 75069",33.183828,-96.6014469,11996.824836
844,CARE CAPITAL PPTYS INC,"353 North Clark Street, Suite 2900, Chicago, IL, 60654",41.8889439,-87.63046849999999,10924.4851
845,OMEGA HEALTHCARE INVS INC,"200 International Circle, Suite 3500, Hunt Valley, MD, 21030",39.49722,-76.6618915,10920.710342
846,LTC PROPERTIES INC,"2829 Townsgate Road, Suite 350, Westlake Village, CA, 91361",34.1542794,-118.8232066,11753.240547
847,CHEESECAKE FACTORY INC,"26901 Malibu Hills Road, Calabasas Hills, CA, 91301",34.1370289,-118.7112899,11757.37409
848,LITTELFUSE INC,"8755 West Higgins Road, Suite 500, Chicago, IL, 60631",41.9864821,-87.8452295,10917.553971
849,ON ASSIGNMENT INC,"26745 Malibu Hills Road, Calabasas, CA, 91301",34.1383518,-118.7062248,11757.33314
850,ELECTRONICS FOR IMAGING INC,"6750 Dumbarton Circle, Fremont, CA, 94555",37.5465432,-122.0614203,11317.715755
851,MINERALS TECHNOLOGIES INC,"622 Third Avenue, 38th Floor, New York, NY, 10017",40.7497769,-73.97570259999999,10707.961916
852,PATTERSON COMPANIES INC,"1031 Mendota Heights Road, St. Paul, MN, 55120",44.8668844,-93.1429909,10674.810144
853,LIGAND PHARMACEUTICAL INC,"11119 North Torrey Pines Road, Suite 200, La Jolla, CA, 92037",32.9079964,-117.2426821,11919.25811
854,TAUBMAN CENTERS INC,"200 East Long Lake Road, Suite 300, Bloomfield Hills, MI, 48304",42.5834305,-83.2374684,10764.007098
855,CHART INDUSTRIES INC,"One Infinity Corporate Centre Drive, Suite 300, Garfield Heights, OH, 44125",41.4113215,-81.6118302,10852.185912
856,BLACK BOX CORP,"1000 Park Drive, Lawrence, PA, 15055",40.3099398,-80.13430079999999,10932.308699
857,SM ENERGY CO,"1775 Sherman Street, Suite 1200, Denver, CO, 80203",39.7445109,-104.9851612,11293.197641
858,UNIVERSAL INSURANCE HLDGS,"1110 West Commercial Boulevard, Suite 100, Fort Lauderdale, FL, 33309",26.1863495,-80.15881929999999,12421.027411
